car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine_cc,Seats,company_name,car_prices_in_rupee
615,37377,4,0,1,2019,1461,5,18,85800
1411,84728,4,1,2,2015,1969,5,18,36700
497,53548,1,1,2,2013,1968,5,26,32400
1231,20000,1,0,1,2018,1197,5,31,447500
57,29397,1,0,1,2014,1997,7,0,161900
754,30346,4,1,1,2016,1248,5,9,40600
1736,42119,1,1,1,2017,1248,5,17,106300
1408,120450,1,1,2,2014,1451,5,18,32700
1428,148393,1,1,3,2014,2993,5,18,26700
794,21549,4,1,1,2020,1248,5,16,133900
1694,85000,1,0,2,2015,1799,5,1,297500
1625,90468,1,1,1,2016,1497,5,18,59000
405,20900,4,0,1,2019,1950,5,8,155600
473,19234,4,1,1,2021,1497,5,9,138700
717,24900,1,0,1,2021,1493,5,20,715000
1052,73269,1,0,1,2018,1353,5,28,87500
1339,48101,1,1,1,2020,1997,5,13,152500
1327,24001,4,1,1,2020,1999,7,13,149500
1712,7500,4,0,1,2020,1956,5,11,470000
80,9701,4,1,1,2022,999,5,9,194900
788,27133,1,0,1,2021,4461,7,28,199000
943,18270,4,0,1,2022,1373,5,26,52500
964,56000,1,0,1,2018,1197,5,29,15800000
342,50001,4,1,1,2015,1197,5,18,55000
1440,56681,4,1,1,2018,1197,5,18,56000
208,2755,4,1,1,2022,2179,7,18,98000
198,46201,4,1,1,2017,1197,5,18,65000
1737,85001,1,1,1,2016,1993,5,17,95000
752,64836,4,0,1,2015,1197,5,9,46500
272,4000,1,0,1,2022,1353,5,20,620000
764,24057,4,0,1,2020,1956,7,9,69000
481,49559,4,0,1,2020,1497,5,9,169500
1040,10289,1,0,1,2022,1956,5,28,235000
384,64000,4,0,1,2016,1451,5,8,77500
807,54001,1,1,2,2019,1798,5,16,145000
803,27779,4,0,1,2021,1396,5,16,182500
1065,70000,4,0,1,2017,2499,5,27,134900
450,70000,1,1,1,2017,1498,5,9,83500
1018,49000,4,0,1,2019,2925,5,15,480000
1099,115000,1,1,1,2016,1462,6,30,41000
1217,13000,1,0,2,2014,1353,5,20,477500
1718,35000,4,0,1,2021,1798,5,18,120000
1329,3900,4,0,2,2021,2925,7,13,189500
441,63000,4,0,1,2014,1968,5,29,89500
726,15000,1,0,2,2020,2143,5,20,11700000
45,60000,1,0,1,2014,1998,5,0,114900
267,23000,1,0,1,2013,2993,5,20,124500
22,6000,4,0,1,2022,1968,5,1,660000
1698,25000,1,0,1,2020,1950,5,1,830000
1123,64000,1,0,2,2014,1461,5,0,125000
277,17000,4,0,1,2018,2184,4,20,360000
492,40000,1,0,2,2016,1198,5,26,69500
1478,30000,1,0,1,2020,1451,5,17,187500
255,79000,4,1,1,2012,1199,5,8,26000
803,26000,4,0,1,2020,2967,7,16,170000
128,25102,4,1,1,2019,1198,5,8,64000
1141,65000,1,0,1,2017,1197,5,0,460000
1109,35000,4,1,1,2014,1991,5,30,39000
760,33000,4,1,2,2014,2987,7,9,34000
716,29000,4,0,1,2019,1998,5,20,481000
724,45000,1,0,2,2016,2499,5,20,595000
1688,25500,4,0,1,2018,2755,7,1,450000
1018,48000,4,0,1,2019,1995,5,15,482500
689,100000,1,1,1,2017,1498,5,29,244500
12,29000,1,0,1,2019,1198,5,1,480000
1366,83000,4,1,1,2012,2498,7,23,28500
1009,57000,4,1,1,2011,2143,5,23,20000
1474,59000,1,1,2,2014,2179,5,17,59000
719,45000,1,0,1,2019,2179,5,20,560000
1205,69000,1,0,2,2014,2987,7,14,259000
1205,69000,1,0,1,2015,5950,4,14,299000
706,79000,1,0,3,2015,2143,5,20,349000
681,44000,4,0,1,2013,2967,5,2,689000
714,69000,1,0,1,2017,2755,7,20,389000
60,68000,1,0,2,2013,1796,5,0,112500
686,60000,1,1,1,2019,2477,7,29,310000
265,86000,4,0,1,2011,1197,5,20,82500
1083,39000,1,0,1,2017,1198,5,22,164500
765,12000,4,1,2,2020,1999,5,9,62500
122,85000,4,1,1,2014,1248,5,8,36000
1194,120000,1,0,1,2016,2996,7,14,295000
1240,90000,1,1,1,2018,2993,5,18,75100
725,80000,4,0,1,2017,1248,5,20,625000
1696,34000,1,0,1,2019,1451,6,1,565000
340,72000,1,1,1,2015,1950,5,18,46500
797,18000,4,0,1,2021,2143,5,16,190000
277,11000,4,0,1,2021,1595,5,20,479000
516,60625,1,0,2,2016,1197,5,20,259000
37,68000,4,0,1,2017,4663,5,20,170000
199,75000,4,0,1,2016,1968,5,18,52500
1219,70000,4,0,2,2015,2987,7,20,490000
1123,73000,1,0,1,2015,1968,5,0,158900
723,65000,1,0,1,2017,2995,5,20,588500
1128,70011,1,0,1,2015,2755,7,0,175000
1199,40000,4,0,1,2019,1968,5,14,19200000
895,67011,1,0,1,2017,1497,5,29,175000
1786,103000,1,1,1,2013,1998,5,27,32500
395,50000,4,0,2,2017,1197,5,8,94900
1704,7000,4,0,1,2022,3198,7,31,685000
1412,30000,4,1,1,2019,1991,5,18,64000
599,44000,1,0,1,2018,1353,5,7,314900
716,28500,4,0,1,2019,1248,5,20,480000
480,8000,4,0,1,2021,1497,5,9,197500
1434,60000,1,1,1,2019,1197,5,18,59000
366,70000,4,0,2,2012,1995,5,8,39400
814,80000,4,1,1,2018,1497,5,18,43500
1681,25000,1,0,1,2019,796,5,1,300000
367,2000,4,1,1,2022,2694,7,8,105000
85,35000,4,1,1,2018,2987,5,18,32000
892,26000,4,0,1,2018,2184,4,29,200000
734,12000,1,0,1,2016,1197,5,19,660000
1478,13001,1,0,1,2022,2143,5,17,177500
1773,60000,4,1,2,2019,1199,5,9,47500
267,37000,1,0,2,2015,2498,6,20,215000
900,27200,4,0,1,2017,1462,5,8,69000
1476,46365,1,1,1,2017,1461,5,17,77200
329,82496,4,1,1,2019,1248,5,18,87200
491,73656,1,0,1,2016,1493,7,26,65100
347,92530,1,1,1,2016,1368,5,18,54300
1463,68364,1,1,2,2017,1197,5,17,65800
413,30224,4,1,1,2018,1462,5,12,126100
198,88658,4,1,1,2017,2498,6,18,58500
1631,26396,4,1,1,2020,998,5,18,105300
1476,60020,1,1,1,2017,1462,5,17,74600
93,55107,4,1,1,2014,796,5,18,26800
327,3925,4,0,1,2022,1197,5,18,124300
85,21949,4,1,1,2017,1598,5,18,32300
1411,41899,4,1,1,2016,1497,5,18,50000
1471,30000,4,1,1,2018,2400,5,23,72500
397,28000,4,1,1,2018,1950,5,8,86500
1706,20000,1,0,1,2021,1950,5,31,610000
713,24000,1,0,1,2020,1798,5,20,565000
720,13000,1,0,1,2021,998,5,20,890000
1380,54000,4,0,1,2017,1248,5,27,217500
97,30555,4,1,1,2016,1197,5,18,31500
341,119878,1,1,1,2015,1248,5,18,47800
1836,84557,4,1,1,2011,1997,7,9,24300
339,96528,1,1,1,2017,999,5,18,53600
1736,44081,1,1,1,2017,1248,5,17,112400
952,6494,4,0,1,2021,998,5,26,77500
1435,118631,1,1,1,2014,1198,5,18,34000
97,47133,4,1,1,2018,1197,5,18,35100
132,94025,4,1,1,2017,998,5,8,45600
1874,68841,4,1,1,2016,1582,5,9,50200
1562,31952,4,0,1,2019,998,5,9,104600
454,66518,1,1,2,2019,1582,5,9,113000
1562,26684,4,0,2,2019,1199,5,9,105300
454,38280,1,1,1,2015,1197,5,9,79000
1488,96392,4,1,1,2017,2179,7,28,37700
1391,92613,4,1,1,2011,1498,5,18,28600
1308,40011,1,1,1,2018,1396,5,17,117800
379,98772,1,1,2,2015,1248,5,8,53300
1858,38931,1,1,1,2013,1396,5,9,35000
1428,82392,1,1,1,2017,2179,7,18,42700
1840,96805,1,1,1,2017,998,5,9,57200
1307,68307,1,1,1,2018,1197,5,17,99800
1650,30404,4,1,1,2016,1248,5,18,37500
198,36438,4,1,2,2018,2179,7,18,63000
1435,115206,1,1,1,2015,1451,5,18,37600
1744,104537,1,1,1,2015,1995,5,17,62300
803,29827,4,0,2,2019,1968,5,16,161300
11,9200,1,0,1,2020,2755,7,1,445000
1128,39356,1,0,1,2015,3198,7,0,175000
894,55000,1,0,1,2017,2755,7,29,157500
596,80000,1,0,1,2018,2987,5,7,287500
894,55000,1,0,1,2019,1248,5,29,194500
1215,18000,1,0,1,2017,1497,5,20,715000
1624,43000,1,0,1,2018,814,5,18,75000
471,1000,4,1,1,2021,2143,5,9,127300
531,67885,4,1,1,2013,998,5,9,23000
262,40000,1,0,1,2013,1396,5,20,137500
526,48421,4,1,1,2013,1197,5,9,23000
1852,110000,1,1,1,2018,1582,5,9,65000
1411,49000,4,1,1,2014,1498,5,18,42500
1578,75000,1,1,1,2013,1150,5,9,45000
544,71000,1,1,1,2014,1968,5,7,41000
183,78000,4,1,2,2009,1248,7,3,90000
63,68000,1,0,1,2016,1198,5,0,245000
619,94944,1,1,1,2015,1493,5,18,51800
127,6357,4,1,1,2017,1497,5,8,47100
1557,24237,1,1,1,2022,1199,5,9,102400
1337,28000,4,0,1,2021,2755,7,13,165000
115,10282,4,1,1,2020,2982,7,8,58900
895,111337,1,0,1,2018,1995,5,29,171000
694,127429,1,1,1,2014,1461,5,29,126200
16,55000,1,0,2,2018,1197,5,1,405000
1359,61034,1,1,2,2015,1120,5,23,33900
1386,76036,4,0,2,2018,1968,5,18,56400
759,65000,1,1,2,2014,1396,5,9,27500
1134,80000,1,0,3,2015,2755,7,0,147500
1556,64104,1,1,1,2019,1582,5,9,98200
894,116378,1,0,1,2018,998,5,29,157600
1576,42234,1,1,2,2016,2179,7,9,56000
1560,10000,4,1,1,2021,1197,5,9,115000
1744,49812,1,1,2,2013,1198,5,17,44400
820,2294,4,1,1,2022,2967,5,18,50200
652,94679,4,1,5,2010,1248,5,27,11700
1133,35000,1,0,1,2015,998,5,0,210000
344,57122,1,1,1,2014,1186,5,18,47600
1667,25122,4,1,1,2017,1582,5,18,33200
741,60000,1,1,2,2017,1197,5,9,35000
462,36000,1,0,2,2020,1396,5,9,142500
211,38736,4,1,1,2020,2694,7,18,63100
1858,130432,1,1,1,2014,1798,5,9,38100
682,44000,4,0,2,2019,2967,5,29,310000
65,30000,4,0,1,2018,1086,5,0,367500
1132,68000,1,0,3,2011,2179,7,0,99500
1819,38000,4,1,1,2011,1197,5,9,22500
1735,65000,1,1,1,2015,2179,7,17,89000
1413,65000,4,1,1,2019,1368,5,18,65000
1306,12001,1,1,1,2022,1991,5,17,158500
414,23000,4,1,1,2019,2967,7,12,137500
524,65000,4,0,1,2018,1198,5,20,440000
1140,43000,1,0,2,2014,1969,5,0,187500
255,25000,4,1,1,2012,1995,4,8,26500
1708,7500,1,0,1,2020,1198,6,31,600000
23,50000,1,0,1,2020,2359,5,1,605000
926,36000,4,1,1,2017,1968,5,17,43500
1343,86000,4,1,1,2012,2987,7,9,47500
1123,56500,1,0,1,2014,1196,5,0,130000
723,70000,1,0,2,2016,1582,5,20,520000
678,68000,4,1,1,2013,1950,5,7,26500
1594,63500,1,0,1,2017,1991,5,9,100000
278,26500,1,0,1,2019,1995,5,20,410000
712,15000,4,0,1,2021,1498,5,20,610000
1686,38500,1,0,1,2018,1493,5,1,285000
144,44500,1,0,1,2019,2494,5,8,92500
1887,15500,1,1,1,2022,2755,7,9,97500
291,47000,4,0,1,2017,2993,5,29,235000
684,12000,1,0,1,2018,1995,5,29,335000
1698,20500,1,0,1,2022,2143,5,1,10000000
4,64593,1,0,3,2014,1197,5,1,185000
719,64000,1,0,1,2016,2143,5,20,365000
735,70000,4,1,1,2021,2755,7,29,70000
516,63203,1,0,2,2015,1997,5,20,220000
683,60500,1,0,1,2017,799,5,29,290000
648,9900,1,0,1,2021,998,5,11,740000
945,25000,4,1,1,2016,4367,5,26,28500
1644,65000,0,1,2,2011,1248,7,18,19100
1201,68500,1,0,1,2019,1497,5,14,19000000
619,43000,1,1,2,2014,1396,5,18,60000
388,70000,4,1,1,2015,1998,5,8,59000
1886,150000,1,1,3,2013,796,5,9,27500
1693,7600,4,0,1,2022,1582,5,1,745000
85,31458,4,1,1,2021,998,5,18,30700
585,70372,1,1,1,2013,2998,7,9,52500
1653,129325,0,1,1,2012,1497,5,18,19000
1700,39000,4,0,1,2019,2694,7,1,11500000
367,17000,4,1,1,2021,2143,5,8,101500
682,20000,4,0,1,2020,2987,5,29,350000
187,57000,1,0,3,2013,1498,5,20,76500
1215,40000,1,0,1,2015,1196,5,20,510000
547,46000,1,1,1,2020,624,4,7,95000
580,18000,0,1,1,2019,2487,5,18,50000
1026,59290,4,1,4,2015,1196,5,28,85671
293,20000,4,0,1,2019,1198,5,29,409000
574,18000,4,1,1,2012,1198,5,18,21000
1001,56000,4,1,1,2018,1995,5,23,35500
157,66000,4,1,2,2016,1461,5,30,45500
12,43000,1,0,1,2019,2993,5,1,460000
1470,67000,1,1,1,2014,1493,7,23,42500
1699,75000,1,0,2,2015,998,5,1,379000
1463,47000,1,1,1,2017,1968,5,17,64500
1564,8800,4,1,1,2021,1197,5,9,107500
1130,94002,1,0,2,2014,1797,5,0,160000
820,12000,4,1,1,2021,1956,5,18,52500
588,75000,4,0,1,2015,2143,5,9,76500
428,62000,1,1,1,2019,2993,5,12,157500
267,90004,1,0,3,2014,1997,7,20,119000
1697,83005,1,0,2,2014,2143,5,1,290000
1736,47000,1,1,1,2018,2494,7,17,109500
719,49000,1,0,1,2017,1498,5,20,440000
880,70000,1,1,1,2015,1498,5,29,120000
547,62500,1,1,1,2015,1950,5,7,47500
547,49036,1,1,1,2017,1595,5,7,72500
525,17000,1,0,1,2020,1197,5,20,580000
188,67000,4,0,2,2013,1950,5,20,129000
1453,39889,4,1,2,2017,2967,4,18,44100
523,2000,1,0,1,2022,1498,5,20,762500
67,81250,1,0,1,2015,1995,5,0,420000
549,43000,1,1,1,2016,1196,5,7,52500
1687,19000,1,0,1,2021,1498,5,1,600000
667,29000,4,1,2,2016,2993,4,7,39500
174,2400,4,0,1,2022,1796,5,16,172500
1715,79004,1,0,2,2012,1798,5,11,229000
266,28000,4,0,1,2018,2143,5,20,365000
446,99300,4,0,2,2015,4367,5,29,87500
978,80000,1,0,2,2014,2993,4,20,219000
1210,87002,1,0,2,2013,1968,5,14,352500
26,19000,1,0,1,2021,1968,5,1,13000000
1130,94002,1,0,2,2013,4367,5,0,142500
58,82005,1,0,2,2013,1796,5,0,142500
1210,95004,1,0,1,2013,1998,5,14,397500
266,25000,4,0,1,2018,1498,5,20,365000
1685,68753,4,0,2,2019,1582,5,1,281000
544,62500,1,1,1,2015,1950,5,7,47500
452,85000,1,0,1,2017,1498,5,9,89500
277,12000,4,0,1,2021,1248,5,20,499000
1637,58000,1,1,1,2017,1248,5,8,69900
207,55500,1,1,1,2018,1950,5,18,62000
207,54000,1,1,1,2018,1956,5,18,62500
277,12000,4,0,1,2021,1956,5,20,479000
776,32500,1,1,1,2019,1086,5,28,125000
776,33500,1,1,1,2019,1997,5,28,126000
1815,60000,4,1,1,2012,2523,7,9,22100
1209,38000,4,0,1,2020,1248,5,14,850000
244,120000,1,1,1,2015,998,5,17,45000
1621,64000,1,1,1,2017,1996,7,18,63500
1644,59000,0,1,1,2017,1451,5,18,40000
737,11000,1,0,2,2021,999,5,16,396500
803,12023,4,0,1,2021,1969,5,16,180000
942,30000,4,0,1,2019,0,5,26,47000
1231,20000,1,0,1,2018,1950,5,31,447500
1787,38000,2,0,1,2020,1998,5,16,211000
277,16500,4,0,1,2018,1950,5,20,365000
432,29000,1,0,2,2014,1197,5,21,189000
278,24000,1,0,2,2020,1498,5,20,390000
1429,37229,4,1,1,2020,2993,5,18,48300
379,100000,1,1,3,2015,2179,7,8,49000
1694,85000,1,0,2,2015,1968,5,1,297500
1744,90928,1,1,1,2013,1498,5,17,43100
43,39000,1,0,1,2020,1950,5,0,258000
1533,78000,1,0,1,2015,1373,7,30,50000
717,24900,1,0,1,2021,1399,5,20,715000
616,44000,0,1,1,2016,1497,5,18,72500
674,86483,1,1,3,2014,1997,5,7,19300
363,20000,4,1,1,2019,1598,5,8,90000
1712,7500,4,0,1,2020,2755,7,11,470000
505,49000,4,1,2,2017,1462,7,26,57500
894,26000,1,0,1,2018,4461,7,29,187500
606,65000,0,1,1,2015,1197,5,18,67500
964,56000,1,0,1,2018,1248,5,29,15800000
735,40252,4,1,1,2020,1582,5,29,60600
1435,97947,1,1,2,2014,1197,5,18,32300
453,150715,1,0,1,2015,1968,5,9,71600
1825,102820,4,1,1,2010,1462,7,9,15800
1029,109403,1,0,3,2012,1993,5,27,25300
615,37377,4,0,1,2019,1197,5,18,85800
272,4000,1,0,1,2022,1461,5,20,620000
1411,84728,4,1,2,2015,1968,5,18,36700
497,53548,1,1,2,2013,1497,5,26,32400
57,29397,1,0,1,2014,1197,5,0,161900
384,64000,4,0,1,2016,1997,7,8,77500
754,30346,4,1,1,2016,1248,5,9,40600
1736,42119,1,1,1,2017,1396,5,17,106300
1408,120450,1,1,2,2014,1198,5,18,32700
450,70000,1,1,1,2017,1991,4,9,83500
133,59534,4,1,2,2015,1373,5,8,44000
486,90000,1,0,2,2016,2494,8,3,65000
324,63001,4,1,1,2017,1950,5,18,75000
877,153000,1,1,1,2014,1197,5,29,135000
278,65000,1,0,1,2014,1462,6,20,160000
755,60000,4,1,2,2015,1968,5,9,46000
1719,17000,4,1,1,2021,1197,5,18,110000
45,55000,1,0,3,2013,1997,7,0,130000
1882,24000,4,1,1,2019,1298,5,9,79000
1736,102000,1,1,1,2016,1199,5,17,120000
1383,40000,4,1,1,2010,999,7,18,32000
1486,92195,4,1,1,2016,1598,5,28,30500
1508,13780,4,0,1,2020,1798,5,26,66500
1161,24700,4,0,1,2019,1199,5,27,97500
1064,41000,4,0,1,2019,1582,5,27,195000
910,18000,4,0,2,2017,1373,5,8,68000
453,7000,1,0,1,2016,1248,5,9,122500
319,39600,4,0,1,2018,1197,5,18,95000
1435,39500,1,1,1,2018,2755,7,18,69000
1398,11800,4,0,1,2020,1969,5,18,87500
686,77000,1,1,2,2017,2982,7,29,280500
1228,99000,1,0,1,2017,1497,5,31,168000
694,177000,1,1,1,2014,1497,5,29,161000
1335,43000,4,1,1,2019,1995,5,13,139000
1725,40000,1,1,1,2019,1968,5,17,126000
1681,65000,1,0,1,2019,1248,5,1,325000
43,39000,1,0,1,2020,1497,7,0,258000
1627,48000,1,1,1,2018,1582,5,18,98000
993,77000,1,1,1,2019,1493,7,17,102500
456,52000,1,1,1,2018,1498,7,9,102500
1456,27000,1,1,1,2018,1497,5,17,97000
193,47000,1,1,1,2018,1498,5,8,96500
1051,42000,1,1,2,2019,1591,5,28,95500
1637,42000,1,1,1,2018,1598,5,8,93000
468,48000,4,1,1,2016,1198,5,9,89500
1239,59000,1,1,1,2017,1493,7,18,85500
1042,27000,4,1,1,2019,999,7,28,83500
1461,44000,1,1,1,2016,1248,7,17,80000
1514,5000,4,0,1,2021,1498,5,26,80000
619,78000,1,1,1,2013,1497,7,18,74000
561,57000,1,1,1,2016,999,5,7,70000
1013,48000,4,1,2,2014,1498,5,8,60500
542,56000,4,1,1,2014,1461,5,7,59000
1532,15000,1,1,1,2013,1497,5,30,55000
489,77000,1,1,2,2012,2179,5,26,56500
397,60000,4,1,1,2018,1198,5,8,85000
1206,65000,1,0,2,2013,1199,5,14,200000
914,61985,4,1,1,2012,1197,5,8,39000
140,19000,4,1,1,2019,1199,5,8,82000
1412,30000,4,1,1,2019,1197,5,18,75000
898,41000,4,1,1,2018,1197,5,8,70000
767,6834,4,1,1,2020,1591,5,9,67500
1411,112160,4,1,1,2013,1462,5,18,37000
461,16118,4,0,1,2018,1461,5,9,110000
326,47000,4,1,1,2020,1598,5,18,99000
493,80000,1,1,2,2012,1462,5,26,42000
1166,24000,4,1,1,2020,998,5,27,89300
328,46000,4,0,1,2018,1197,5,18,86500
216,30000,4,1,1,2017,1197,5,18,78500
1850,30000,4,1,1,2017,1396,5,9,76500
1421,31000,4,1,1,2017,1248,5,18,75500
589,46000,1,1,1,2018,1199,5,9,75000
207,44000,1,1,1,2016,1498,5,18,74300
909,40000,4,1,1,2019,1197,5,8,73000
380,39000,1,1,1,2016,1197,5,8,70500
1856,63759,4,1,1,2013,1199,5,9,45000
1854,29000,4,1,2,2018,1197,5,9,69900
899,42000,4,1,1,2017,1197,5,8,69500
1885,37000,4,1,1,2017,1497,5,9,67500
1439,40000,4,1,1,2019,1199,5,18,67500
386,33000,4,1,1,2014,998,5,8,64500
898,26000,4,1,1,2018,1373,5,8,64000
1563,24000,4,0,1,2021,1497,7,9,119500
342,156596,4,1,1,2015,1798,5,18,45000
197,98778,4,1,1,2017,1197,5,8,58000
1373,145000,4,0,2,2010,1968,5,27,80000
1832,26000,4,1,1,2018,1197,5,9,79000
1067,60000,1,0,2,2017,1199,5,27,175000
203,560000,4,1,1,2017,1199,5,18,56000
903,45000,4,1,1,2017,1598,5,8,63500
1493,27000,4,0,1,2019,1798,5,28,62500
1161,43000,4,0,1,2018,1968,5,27,86000
444,37000,4,1,1,2015,1197,5,29,99000
1123,46000,1,0,1,2014,1199,5,0,199000
1829,51366,4,0,1,2011,1497,5,9,28000
900,77331,4,0,1,2017,1984,5,8,63000
387,77783,4,1,1,2016,1493,7,8,63000
1376,44000,1,0,1,2016,1198,5,27,225000
1457,56276,1,0,2,2018,1248,5,17,62500
257,44408,4,1,2,2012,999,5,8,29000
988,80000,1,1,1,2010,1368,5,28,15000
155,20000,4,1,1,2019,2198,7,30,61000
408,19000,4,0,1,2021,1462,5,12,239000
590,73500,1,0,1,2019,1248,5,7,270000
333,28783,4,0,1,2019,1422,5,18,81000
1627,43000,1,1,1,2018,1197,5,18,97500
657,117500,1,1,2,2010,1198,5,27,15000
1416,46352,4,0,1,2012,1197,5,18,45000
156,84123,4,1,1,2017,796,5,30,44000
1867,22773,4,1,1,2019,1199,5,9,78000
85,20000,4,1,2,2017,2143,5,18,30000
225,77075,4,1,3,2011,999,5,3,17500
718,38000,1,0,1,2018,2143,5,20,430000
936,70000,4,1,1,2016,1242,5,26,21000
710,40000,1,0,1,2016,1197,5,20,205000
1086,20000,4,1,1,2002,796,5,5,60000
760,60000,4,1,1,2016,998,5,9,38500
103,19521,4,1,1,2008,2393,7,18,18500
99,19800,4,0,2,2017,1364,5,18,38000
881,50000,1,1,1,2019,1497,5,29,197500
647,50000,1,1,1,2012,1493,7,29,58500
398,37000,4,1,1,2019,1498,5,8,105000
1456,40000,1,1,1,2019,1497,5,17,80000
1636,10700,1,1,1,2017,1197,5,8,82500
387,31800,4,1,1,2014,1199,5,8,61000
203,32400,4,1,1,2016,1197,5,18,57900
149,4700,4,1,1,2020,1248,5,8,78500
748,33500,4,1,1,2018,1582,5,9,52500
1408,54800,1,1,1,2018,998,5,18,69900
1595,44000,1,1,1,2017,1199,5,9,79900
1667,19000,4,1,1,2014,1197,5,18,41500
912,22000,4,0,1,2019,1199,5,8,78900
1884,12900,4,1,1,2020,998,5,9,78500
138,22700,4,0,1,2019,1086,5,8,78000
1795,69000,4,1,2,2010,1197,5,18,18900
1277,60000,4,1,1,2012,1497,5,9,26900
1884,9500,4,1,1,2020,1497,5,9,90000
396,15000,4,1,1,2021,2393,7,8,98000
1334,19000,4,1,1,2020,1196,5,13,126000
889,3500,1,0,1,2022,998,5,29,305000
678,81721,4,1,1,2010,1196,5,7,19000
1792,109656,4,1,1,2012,998,5,18,21000
678,87955,4,1,1,2012,1197,5,7,19500
99,50000,4,0,1,2015,2993,5,18,33000
1398,12990,4,0,1,2019,2987,7,18,80000
21,75099,1,0,1,2014,1498,5,1,299900
707,120000,1,0,1,2010,1197,5,20,145000
1152,70000,1,0,2,2015,1330,5,27,59500
1855,90000,4,1,2,2009,1591,5,9,25000
507,10000,4,0,2,2021,1598,5,26,125000
461,44000,4,0,1,2018,1198,5,9,127500
1175,29500,4,0,1,2013,1493,7,27,68900
257,81200,4,1,1,2013,1498,5,8,31500
1464,50000,1,0,1,2016,1199,5,17,70000
1533,141383,1,0,1,2016,1582,5,30,61000
146,34392,4,0,1,2019,1197,5,8,80000
1603,90000,1,0,1,2013,1998,5,9,60000
760,47681,4,1,1,2014,1086,5,9,39000
431,25900,4,0,1,2019,993,5,21,409900
1275,120000,4,1,3,2009,1197,5,9,15500
1798,68952,4,1,2,2003,1497,5,18,99000
1811,41525,4,1,2,2011,1353,5,9,33500
113,15000,1,1,1,2021,1956,5,28,89000
1325,11000,4,0,1,2021,1498,5,13,182500
415,29990,1,1,1,2019,1493,5,12,195000
374,25000,4,0,1,2020,1498,5,8,145000
1602,20000,1,0,1,2022,1498,5,9,150000
669,90000,1,1,2,2016,1497,5,7,40000
1637,80000,1,1,1,2018,2179,8,8,87500
384,50000,4,0,2,2016,1798,5,8,85000
1314,90000,1,1,2,2010,1197,5,17,48000
441,70000,4,0,2,2015,999,5,29,92600
819,20000,4,0,1,2020,796,5,18,60000
1149,25000,4,0,1,2018,1968,5,27,99000
103,60000,4,1,2,2006,1497,5,18,45000
1127,56000,1,0,1,2015,1496,5,0,220500
384,53000,4,0,1,2016,1968,5,8,85000
568,10000,4,1,1,2020,2393,7,7,97000
46,110000,1,0,1,2012,1598,5,0,105000
891,99990,1,1,1,2018,1995,5,29,220000
1170,68000,4,1,2,2014,1197,5,27,42000
14,68500,1,0,4,2014,999,5,1,210000
1454,50599,4,1,2,2015,1497,5,18,57500
1092,54431,4,1,2,2015,1498,5,30,48500
394,65855,4,0,1,2019,0,5,8,95000
544,113706,1,1,2,2014,2523,8,7,48500
1055,40000,2,0,1,2020,1497,8,28,145000
1298,100000,1,1,2,2012,1599,5,17,55000
995,36700,1,1,1,2021,2393,7,17,148500
1590,40000,4,1,2,2009,2755,7,9,25000
886,50000,1,1,1,2020,1197,5,29,245000
895,50000,1,0,1,2019,2987,7,29,265000
767,40000,4,1,1,2019,1199,5,9,60000
723,135000,1,0,1,2018,1968,5,20,650000
899,40000,4,1,1,2016,1591,5,8,61000
63,15000,1,0,1,2016,2987,5,0,330000
461,39000,4,0,1,2016,1364,5,9,103500
721,60000,1,0,2,2016,2755,7,20,475000
639,120000,1,1,4,2013,2143,5,29,32000
895,60000,1,0,1,2019,1995,5,29,257500
719,45000,1,0,1,2017,2179,7,20,495000
1681,23000,1,0,1,2019,1198,6,1,367500
1739,46952,1,0,1,2019,1598,5,17,170000
923,35000,1,1,2,2017,1582,5,17,45000
1169,70000,4,1,2,2014,998,5,27,43000
1596,90000,1,1,2,2018,1197,5,9,88000
310,35000,4,1,1,2018,1197,5,18,42500
748,19400,4,1,1,2018,1197,5,9,52500
1837,80000,4,1,2,2012,1353,5,9,30500
760,30900,4,1,1,2015,2199,7,9,45000
1329,30000,4,0,1,2021,1591,5,13,175000
1261,77000,1,0,1,2013,1591,5,9,130000
460,36000,4,1,1,2018,1498,5,9,135000
461,19000,4,0,1,2019,1395,5,9,145000
550,70000,1,1,1,2017,1984,5,7,82500
1070,85000,4,1,1,2014,1968,5,27,120000
48,23000,4,0,1,2010,2982,7,0,150000
1072,75000,1,0,1,2015,1798,5,27,160000
695,85000,1,0,1,2013,2494,5,29,195000
437,50000,4,1,1,2012,2982,7,29,77500
292,50000,2,0,1,2015,1969,7,29,230000
695,60000,1,0,1,2016,1984,5,29,255000
1701,60000,1,0,1,2018,2400,5,31,650000
1229,36000,1,0,1,2015,2698,5,31,220000
1706,120000,1,0,1,2015,1968,5,31,240000
59,70000,1,0,1,2010,1998,4,0,130000
1124,94000,1,0,2,2013,2967,7,0,160000
1,9000,4,0,1,2018,2967,7,21,375000
1138,135000,1,0,1,2013,1995,5,0,230000
1140,70000,1,0,1,2018,1995,5,0,580000
3,39000,1,0,1,2011,1995,5,1,150000
3,50000,1,0,1,2012,2993,5,1,160000
6,8000,1,0,1,2020,2925,5,1,450000
1691,50000,1,0,1,2016,1995,5,1,400000
1217,14000,1,0,1,2020,1199,5,20,13000000
